status pozyczki,kwota kredytu,wiek,plec,rodzaj zrodla dochodu,miesieczny dochod netto,ktore rolowanie,okres w jakim pobieral dochod,okres w jakim bedzie pobieral dochod,opoznienie splaty
splacona_cz,349.97,59,K,13,1571,2,52,48,8
splacona_cz,200,22,M,11,1700,0,21,48,1
splacona_cz,292.35,39,K,11,2927,9,207,48,0
splacona_cz,300,66,M,13,1611,0,147,48,1
splacona_cz,400,25,M,12,1490,0,31,18,0
splacona_cz,289.69,63,K,13,1650,3,88,48,0
splacona,600,33,K,11,1331.21,10,25,48,18
splacona_cz,300,47,K,11,1040,10,99,48,5
odmowa,0,54,K,16,1300,0,384,48,0
splacona_cz,450,69,K,13,1019,3,138,48,6
splacona_cz,400,76,K,13,1900,7,127,48,0
splacona_cz,389.72,53,K,98,3000,7,91,48,0
splacona,400,22,K,12,1570,0,19,11,15
splacona_cz,665.44,52,K,11,3200,10,60,48,1
splacona_cz,550,55,K,12,1675,10,15,0,1
splacona_cz,289.69,67,K,13,850,10,73,48,0
splacona_cz,300,26,M,12,1091.86,0,4,1,0
splacona_cz,499.55,26,M,11,2259,1,77,48,7
windykacja,800,60,M,13,3900,0,120,48,1797
splacona,300,30,M,11,1900,2,64,48,69
windykacja,700,60,M,11,2800,3,102,48,1797
odmowa,0,39,M,12,1500,0,120,48,0
splacona_cz,400,64,K,16,1693,0,70,48,1
splacona_cz,300,65,K,13,796.09,0,62,48,0
splacona,375.82,53,M,11,2011,4,217,48,11
splacona_cz,829.22,62,K,13,1362,10,62,48,6
splacona_cz,1000,58,M,12,2500,9,22,11,5
splacona_cz,300,71,K,13,1257,2,134,48,0
splacona,400,71,K,13,1016,0,195,48,0
odmowa,0,47,M,11,1111,0,73,48,0
splacona_cz,200,51,M,12,1000,0,62,48,0
splacona,1000,54,M,11,4000,0,16,48,11
splacona_cz,299.55,54,K,98,1100,1,57,48,0
splacona_cz,697.44,36,K,11,2400,9,119,48,15
splacona_cz,294.32,53,K,11,1400,7,167,48,3
splacona_cz,500,56,M,11,1100,0,111,48,0
splacona,450,38,M,11,1931,1,73,48,0
splacona_cz,200,62,K,13,984,6,17,48,0
splacona_cz,586.86,55,K,11,2800,2,66,48,0
splacona_cz,286.67,36,M,11,1058,6,20,48,2
splacona_cz,470.82,50,M,11,2500,5,380,48,5
odmowa,0,46,M,99,1700,0,2,0,0
splacona_cz,600,60,K,13,1706,0,121,48,0
splacona_cz,400,61,K,13,1208,2,86,48,2
splacona,500,62,K,13,2827.13,0,86,48,0
splacona_cz,248.56,61,K,13,1224,1,61,48,0
splacona_cz,400,59,M,16,879.17,0,312,48,0
splacona_cz,382.98,52,M,13,4200,3,63,48,0
splacona_cz,487.15,74,K,13,951,1,168,48,0
splacona,500,75,K,13,1060,2,253,48,0
splacona_cz,281.84,47,K,12,1032,2,52,48,3
splacona_cz,400,53,K,11,1150,0,39,48,0
splacona_cz,300,80,K,13,1167.94,6,375,48,0
odmowa,0,53,K,11,890,0,366,48,0
odmowa,0,24,M,99,968,0,5,0,0
splacona_cz,300,57,M,11,1170,3,73,48,3
splacona_cz,239.61,60,M,11,2000,5,75,48,5
splacona_cz,326.58,64,K,13,1668,11,97,48,0
splacona,200,50,M,11,2945,0,327,48,0
splacona_cz,200,59,K,16,709,10,57,48,0
splacona,300,58,K,11,1680,10,391,48,16
splacona,487.11,57,M,13,4388,1,61,48,3
splacona_cz,700,78,K,13,1299,3,276,48,3
splacona_cz,500,62,K,13,1170,2,84,48,0
splacona_cz,450,74,K,11,1348.95,0,120,48,2
windykacja,450,63,K,16,1151.1,0,38,48,1794
splacona_cz,200,71,K,13,910,11,134,48,0
splacona,200,76,K,13,965,10,251,48,3
splacona_cz,599.54,57,K,11,2103.84,1,174,48,3
splacona_cz,240,57,K,11,1172.2,10,43,48,0
splacona_cz,322.17,53,K,11,2065.98,3,185,48,0
splacona_cz,400,51,K,12,1000,11,39,1,4
splacona_cz,800,61,M,12,1400,0,26,7,4
splacona,400,55,K,11,1840,2,362,48,0
odmowa,0,50,K,11,1076.15,0,174,48,0
odmowa,0,34,M,12,1131,0,62,48,0
splacona,1500,58,M,98,3000,3,75,48,30
splacona_cz,200,57,K,11,1187.06,0,139,48,0
splacona_cz,300,66,K,13,813.35,1,207,48,0
splacona_cz,200,78,K,13,1100,2,254,48,9
splacona_cz,430,39,M,11,2470,7,72,48,3
splacona_cz,500,50,K,11,2470,1,360,48,0
splacona_cz,487.11,50,M,11,1867.29,1,55,48,3
splacona_cz,584.54,60,M,11,2300,1,78,48,2
splacona_cz,400,64,M,11,1660,0,56,48,1
splacona,399.69,61,K,16,1405,1,121,48,0
splacona_cz,300,55,K,11,1686,2,104,48,1
splacona_cz,400,57,K,98,980,1,16,48,1
splacona_cz,200,66,K,13,802.83,5,207,48,2
splacona_cz,400,66,M,16,1473.04,8,171,48,1
splacona_cz,300,64,K,13,1100,8,111,48,1
splacona_cz,200,54,K,16,749.28,11,71,48,1
splacona_cz,300,45,M,11,2000,0,207,48,0
splacona,300,66,K,13,5400,0,48,48,0
splacona_cz,300,44,M,11,2284.23,0,306,48,0
splacona_cz,300,46,K,11,3000,5,99,48,1
splacona_cz,500,50,K,11,1800,11,59,48,1
splacona,200,29,M,12,2100,1,23,19,0
splacona_cz,799.38,53,M,11,3200,1,195,48,2
splacona_cz,500,28,K,11,2100,2,29,48,0
splacona_cz,232.42,30,M,11,1590,5,59,48,1
windykacja,218.84,31,M,11,2700,0,70,48,1792
splacona_cz,974.22,70,K,13,2344.62,1,77,48,1
splacona_cz,200,58,M,11,1800,0,167,48,2
splacona_cz,300,71,K,13,1446,3,74,48,0
odmowa,0,49,M,16,996,0,283,48,0
splacona_cz,474.89,36,K,98,4000,0,25,48,9
splacona_cz,390.85,59,K,16,1589,4,33,48,0
windykacja,500,24,M,11,1800,0,15,48,1792
splacona_cz,400,42,M,11,2367,0,213,48,0
splacona_cz,600,64,K,13,1233,4,130,48,0
splacona,300,44,K,11,1400,0,31,48,4
splacona,300,52,M,17,1214,1,108,48,0
splacona,1000,66,M,13,3074,1,208,48,0
splacona_cz,291.14,38,K,12,2000,3,158,48,2
splacona_cz,250,45,K,99,1055,1,13,4,0
splacona_cz,400,46,M,11,2100,0,57,48,1
splacona_cz,200,61,K,13,1635,11,126,48,0
splacona,200,78,K,13,1300,2,200,48,0
splacona_cz,200,78,K,13,1902,1,200,48,0
splacona,1000,43,M,11,2263,1,82,48,7
splacona,200,27,K,12,1100,7,29,7,15
splacona_cz,500,30,K,12,1447,11,35,7,2
splacona_cz,574.23,64,K,13,3251,5,144,48,0
splacona_cz,587.11,63,K,13,1879,2,43,48,0
splacona_cz,1356.49,56,K,16,2300,2,69,48,0
splacona,443.73,45,K,11,2245.01,5,152,48,0
odmowa,0,56,K,16,723.51,0,28,48,0
splacona_cz,200,58,K,99,780,7,12,4,0
splacona,300,53,K,16,1511.88,0,64,48,0
splacona_cz,200,54,M,11,2094.17,7,247,48,1
odmowa,0,29,K,11,2700,0,72,48,0
splacona_cz,400,66,K,13,1715,0,112,48,4
splacona_cz,500,50,K,11,2500,0,240,48,0
splacona,200,30,M,12,1800,0,18,7,0
splacona_cz,300,38,M,99,1500,2,10,5,0
splacona_cz,1000,42,K,98,6000,7,24,48,1
splacona,300,69,K,13,1610,0,136,48,1
splacona_cz,300,71,M,13,1642.87,5,76,48,7
splacona,400.91,40,K,11,1239.05,3,211,48,14
odmowa,0,19,M,12,1311.86,0,13,11,0
splacona_cz,779.38,56,K,13,3440,11,58,48,1
splacona_cz,310.37,55,K,11,1721.7,1,127,48,2
splacona,200,66,M,13,1559,2,78,48,0
windykacja,697.03,63,K,13,1691.3,0,80,48,1785
splacona,200,78,M,13,2609,3,197,48,0
splacona_cz,289.69,69,K,13,1104.65,4,168,48,0
splacona,700,57,M,13,1609,2,116,48,0
splacona_cz,349.66,65,M,13,1601.87,7,52,48,0
splacona_cz,500,63,K,16,2084.79,2,148,48,0
odmowa,0,19,M,99,1300,0,3,0,0
splacona_cz,228.1,65,K,13,1582.15,3,112,48,2
splacona,500,47,M,11,1566.82,0,356,48,10
odmowa,0,71,K,16,2666,0,325,48,0
splacona_cz,400,26,K,17,1200,3,179,48,2
odmowa,0,58,K,15,803.81,0,40,48,0
splacona_cz,405.23,74,K,13,1412,5,211,48,0
windykacja,257.27,55,M,11,2100,8,44,48,1783
splacona_cz,588.25,50,K,11,2800,3,325,48,0
odmowa,0,70,K,13,2061,0,146,48,0
splacona_cz,500,36,M,11,2200,1,92,48,4
splacona_cz,940,66,K,13,930,5,137,48,3
splacona_cz,700,69,K,16,965,4,137,48,11
odmowa,0,34,M,12,1000,0,19,15,0
odmowa,0,25,M,11,2061,0,3,48,0
splacona_cz,779.89,48,K,12,830.46,9,71,48,0
splacona,600,27,K,11,2300,0,29,48,0
splacona_cz,560,64,K,13,930,8,100,48,0
splacona_cz,900,59,K,17,684,11,209,48,4
splacona_cz,200,32,K,12,1865,8,34,7,0
splacona_cz,596.28,33,M,11,2200,2,135,48,3
splacona,400,55,K,11,1756,1,5,48,0
splacona_cz,400,67,K,13,1137.19,3,103,48,2
splacona_cz,200,68,M,16,1600,2,18,48,0
splacona_cz,284.37,47,K,98,911,1,105,48,3
splacona_cz,300,71,K,13,1000,8,71,48,0
splacona_cz,600,44,K,11,1738.57,4,64,48,2
splacona_cz,242.26,36,K,12,1300,3,7,1,2
splacona_cz,596.33,48,M,12,600,12,27,10,0
splacona_cz,400,22,K,99,1155,1,5,1,5
splacona,500,64,K,13,1932,1,109,48,0
splacona_cz,600,73,K,13,691,5,145,48,0
splacona_cz,222.73,51,M,16,1045,10,206,48,3
splacona_cz,261.52,63,K,13,1189,11,76,48,0
splacona_cz,200,60,K,13,1000,3,64,48,3
splacona_cz,500,54,M,11,1320,11,349,48,0
splacona_cz,500,71,K,13,1200,10,126,48,12
splacona_cz,500,71,K,13,1200,0,126,48,12
splacona,400,50,M,12,1001,0,130,48,0
splacona_cz,300,64,M,12,1231,3,7,1,0
splacona_cz,597.83,46,M,12,3500,6,215,48,0
splacona,200,57,M,12,1600,2,60,48,0
splacona_cz,400,74,K,13,1140,3,244,48,0
splacona_cz,700,43,M,98,3014,2,109,48,0
splacona_cz,200,61,K,13,972.77,3,84,48,2
splacona_cz,500,48,K,11,1700,3,96,48,6
splacona_cz,300,38,K,12,1382,5,35,7,0
splacona_cz,400,49,K,12,1700,0,38,31,0
splacona_cz,298.18,41,K,11,1100,2,64,48,1
splacona,200,62,K,13,975,0,34,48,28
splacona_cz,350,71,K,13,768.89,12,264,48,0
splacona_cz,759.46,63,M,13,2474,6,22,48,0
splacona_cz,400,63,K,13,1045,0,83,48,0
splacona_cz,207.83,39,K,98,1200,11,52,48,4
splacona,200,37,K,11,1350,2,33,48,11
splacona_cz,300,49,K,11,980,2,206,48,4
odmowa,0,66,K,16,769.13,0,76,48,0
splacona_cz,200,57,K,15,736.36,3,147,48,0
odmowa,0,60,K,16,627.48,0,64,48,0
splacona_cz,700,62,K,13,2064,11,136,48,0
splacona_cz,681.95,66,K,16,892,1,207,48,1
splacona_cz,500,55,K,12,2200,0,11,1,0
splacona_cz,300,36,M,99,750,3,7,3,7
splacona_cz,487.11,60,K,13,1711,2,36,48,0
splacona_cz,200,73,K,13,786,10,567,48,3
splacona_cz,254.01,58,K,16,634.64,10,143,48,7
odmowa,0,27,M,11,3058,0,47,48,0
splacona_cz,200,34,M,11,1800,11,172,48,0
splacona_cz,389.69,61,K,13,1577.98,7,67,48,2
splacona_cz,300,61,K,13,810,12,40,48,0
splacona_cz,599.54,24,K,98,5000,0,8,48,0
odmowa,0,19,M,99,924,0,9,1,0
splacona_cz,284.07,32,M,11,1100,1,1,48,9
splacona_cz,400,75,K,13,1594.57,2,43,48,3
splacona,200,32,M,98,2000,0,21,48,0
splacona_cz,599.54,47,M,11,2100,1,126,48,0
splacona_cz,500,33,K,12,1500,1,9,3,4
splacona_cz,700,55,K,11,1500,0,117,48,0
splacona_cz,977.24,74,K,13,2254,2,62,48,0
splacona_cz,300,40,K,12,1027,11,59,48,0
odmowa,0,36,M,12,1038.86,0,23,13,0
odmowa,0,43,M,11,960,0,334,48,0
splacona_cz,300,56,M,13,1116,0,204,48,0
splacona_cz,298.75,64,K,16,1389,6,98,48,6
splacona_cz,500,41,K,12,1450,0,60,48,2
splacona_cz,500,37,M,12,2000,1,71,48,0
splacona_cz,250,68,K,13,777,1,100,48,0
odmowa,0,68,K,13,795.96,0,208,48,0
splacona_cz,400,78,M,13,2609,0,198,48,0
splacona,300,41,K,12,1810,0,2,1,0
splacona_cz,499.99,46,M,11,2600,2,9,48,0
splacona_cz,202.87,66,K,13,1400.96,10,118,48,1
splacona_cz,497.11,55,K,12,1230,1,69,48,0
splacona_cz,350,55,K,12,1700,12,69,48,0
splacona_cz,200,21,M,17,985,3,20,0,0
splacona_cz,549.85,63,K,13,1427.8,3,34,48,0
splacona_cz,1000,58,M,13,3772,1,93,48,0
splacona_cz,500,54,M,11,2080,0,325,48,7
splacona,500,51,K,17,990,0,85,48,15
splacona_cz,400,57,M,11,1842.86,10,14,48,1
splacona,500,76,K,13,1647,1,264,48,0
splacona_cz,200,64,M,16,808.99,1,256,48,0
splacona_cz,800,61,M,11,1200,2,136,48,0
splacona_cz,500,65,K,13,885,0,120,48,6
splacona_cz,400,79,K,13,1302.55,1,262,48,0
splacona_cz,1000,81,K,13,2090,3,252,48,0
odmowa,0,62,K,13,659,0,28,48,0
splacona,200,61,K,13,625,0,7,48,0
splacona_cz,300,43,K,11,1520,0,28,48,0
splacona_cz,315.12,74,M,13,1024.9,11,147,48,1
odmowa,0,62,M,13,1204,0,37,48,0
splacona,700,59,K,13,1609,0,42,48,1
odmowa,0,62,K,13,920,0,28,48,0
odmowa,0,62,M,13,1200,0,40,48,0
odmowa,0,29,M,12,1515.28,0,16,7,0
windykacja,2500,73,M,13,2612,3,88,48,1777
windykacja,677.97,40,K,11,1800,0,58,48,1777
odmowa,0,51,M,11,2131,0,96,48,0
splacona_cz,400,57,M,13,1944,1,157,48,2
windykacja,200,38,K,12,599.03,0,28,1,1777
windykacja,200,49,M,12,1100,2,13,0,1776
splacona_cz,242.26,55,K,11,1400,2,123,48,0
splacona_cz,300,36,K,12,1200,11,52,48,0
odmowa,0,30,M,16,930,0,240,48,0
odmowa,0,66,K,13,732,0,72,48,0
odmowa,0,24,M,12,1440,0,5,2,0
odmowa,0,62,K,13,947,0,74,48,0
splacona,400,50,K,12,1466,0,8,4,0
splacona_cz,229.92,67,K,16,957,3,207,48,4
splacona_cz,490,56,M,11,1460.17,8,68,48,3
splacona_cz,500,42,K,11,2824,3,108,48,1
splacona_cz,300,62,K,13,1051.89,3,19,48,0
splacona_cz,474.56,48,M,13,1500,6,93,48,0
splacona,300,65,K,16,1030.74,0,184,48,10
splacona,500,22,M,12,1300,0,35,31,0
splacona_cz,224.54,63,M,13,2000,5,41,48,0
odmowa,0,32,K,11,1600,0,7,48,0
splacona_cz,266.58,63,K,13,790.98,5,229,48,0
splacona,500,59,K,13,1522.63,1,49,48,0
splacona_cz,300,59,K,13,1240,4,77,48,0
splacona_cz,400,34,K,11,1380,0,33,48,3
splacona_cz,650,44,K,11,1966,1,86,48,0
splacona,389.69,64,K,13,954,1,40,48,0
splacona,200,64,K,16,534,1,168,48,2
splacona_cz,200,32,K,12,980,11,41,23,4
splacona_cz,200,63,K,13,1130,3,110,48,2
splacona_cz,400,75,M,13,1271,0,157,48,3
splacona_cz,300,62,K,13,744.07,2,19,48,0
splacona_cz,400,25,M,12,1440,0,23,13,0
splacona_cz,500,69,M,13,1689.98,0,88,48,3
odmowa,0,25,M,12,1500,0,23,4,0
splacona_cz,500,61,K,13,1241,1,4,48,0
splacona_cz,538.12,54,K,11,1700,3,212,48,6
splacona_cz,437.11,61,K,13,1000,11,75,48,0
splacona_cz,387.11,75,K,13,1471,4,117,48,0
splacona_cz,400,69,M,13,1162.41,2,111,48,0
splacona,650,66,M,13,1217,0,58,48,2
splacona_cz,200,27,M,12,1300,0,59,48,2
splacona_cz,500,37,K,11,1600,1,186,48,3
splacona_cz,400,61,K,16,1411,8,73,48,3
splacona_cz,581.74,36,K,11,2709.34,2,188,48,0
odmowa,0,71,K,13,1880,0,168,48,0
splacona,390.99,65,M,11,2600,3,142,48,0
splacona_cz,250,49,K,11,980,0,207,48,1
splacona_cz,500,48,M,13,864.34,6,163,48,0
splacona_cz,600,62,M,16,879.7,3,238,48,0
splacona_cz,500,48,K,98,2000,1,8,48,0
odmowa,0,62,M,16,915.39,0,148,48,0
splacona_cz,300,57,K,11,1800,4,118,48,2
splacona_cz,500,55,K,16,1130,0,19,48,0
odmowa,0,35,K,11,1200,0,16,48,0
splacona_cz,300,50,K,12,1115,2,24,15,2
splacona_cz,300,60,M,11,1822,0,156,48,0
splacona_cz,500,62,K,13,997,1,86,48,0
splacona_cz,498.33,61,K,13,1800,3,76,48,0
splacona_cz,500,56,K,11,2084,0,38,48,2
splacona_cz,400,59,M,11,1200,0,17,48,1
odmowa,0,58,M,13,800.96,0,229,48,0
splacona_cz,300,67,K,13,1428.55,0,144,48,1
splacona_cz,300,71,K,13,729.03,5,264,48,3
splacona_cz,500,26,M,11,1600,4,10,48,3
windykacja_sp,237.15,55,K,17,864.6,3,12,3,3
splacona,500,66,M,13,1470,0,29,48,0
splacona,635.71,64,K,13,960.96,0,87,48,10
odmowa,0,23,K,12,1200,0,35,32,0
splacona,500,76,K,13,1314.76,5,257,48,10
odmowa,0,64,M,11,1093,0,34,48,0
splacona_cz,250.18,58,K,16,1091,6,46,48,7
odmowa,0,51,M,17,701,0,56,48,0
splacona_cz,200,55,K,13,1200,0,1,48,16
odmowa,0,57,M,13,1150,0,168,48,0
splacona_cz,500,62,K,13,1280,0,24,48,0
splacona,200,54,K,12,1200,2,27,21,0
splacona_cz,400,72,M,13,1097,0,86,48,0
splacona_cz,400,55,K,12,1111.86,0,23,19,2
splacona_cz,250,63,K,13,1704.56,0,8,48,0
splacona_cz,300,28,M,12,2135,1,14,9,0
splacona_cz,500,54,M,11,1200,3,220,48,2
splacona_cz,400,34,K,12,1421,0,13,7,0
windykacja,1000,58,K,13,1530,4,32,48,1771
splacona_cz,384.49,39,M,11,3800,2,16,48,0
splacona_cz,478.59,63,M,13,2533.98,4,22,48,1
splacona_cz,400,47,K,11,1637,0,88,48,5
splacona_cz,500,61,K,13,1087.72,1,8,48,7
odmowa,0,45,M,99,1050,0,13,1,0
splacona_cz,282.84,64,K,13,1014,5,190,48,0
splacona_cz,400,59,M,16,879.17,1,313,48,0
odmowa,0,55,M,11,1110,0,18,48,0
splacona,300,61,K,13,1446,0,72,48,20
odmowa,0,60,K,11,597,0,16,48,0
splacona_cz,300,31,K,11,1300,1,1,48,2
splacona_cz,200,57,K,11,1187.06,1,140,48,1
windykacja,200,42,M,11,2548,0,9,48,1770
splacona,200,31,M,12,3400,0,37,13,0
splacona_cz,400,61,M,16,1865,2,339,48,0
odmowa,0,35,K,11,1650,0,4,48,0
splacona_cz,300,76,K,13,821.35,3,253,48,3
splacona_cz,200,64,K,13,947,0,108,48,1
splacona,500,71,K,13,1074.43,0,196,48,0
splacona_cz,300,68,K,13,783,3,160,48,0
splacona,400,25,M,12,1490,1,31,17,3
splacona_cz,600,54,K,16,1419,4,36,48,0
splacona_cz,500,37,M,11,2800,0,162,48,3
splacona_cz,280.98,39,K,11,2927,10,208,48,3
splacona_cz,561.46,45,M,12,1952.35,1,11,0,4
odmowa,0,67,M,13,2020,0,28,48,0
splacona_cz,400,34,K,12,2139,2,132,48,0
splacona_cz,999.22,34,K,11,2200,1,44,48,0
splacona_cz,800,62,K,13,5100,7,35,48,0
splacona_cz,294.87,49,K,11,1077.49,6,379,48,3
splacona_cz,300,32,M,11,2725,4,60,48,0
splacona,200,36,K,12,2155,0,35,18,0
odmowa,0,35,M,11,1650,0,34,48,0
splacona_cz,1000,48,K,11,5800,11,61,48,3
splacona_cz,500,27,M,11,2151,1,46,48,19
splacona_cz,300,59,M,12,1131,1,1,0,19
splacona_cz,364.59,52,M,13,4200,4,64,48,0
splacona_cz,600,44,K,11,1443,6,40,48,0
splacona,384.54,60,K,13,1706,1,122,48,0
windykacja,200,52,M,12,1188,1,18,1,1768
splacona_cz,200,69,M,13,1103,2,50,48,7
odmowa,0,42,K,12,1087,0,12,1,0
splacona_cz,300,30,K,12,2240,0,126,48,3
splacona_cz,300,66,M,13,1611,1,148,48,0
splacona,227.07,63,K,13,1650,4,89,48,0
splacona_cz,200,67,K,13,850,11,74,48,2
splacona_cz,289.69,76,K,13,1900,8,128,48,0
splacona_cz,374.53,53,K,98,3000,8,92,48,0
splacona,200,22,M,11,1700,1,22,48,0
splacona_cz,400,27,M,12,1200,0,48,37,4
splacona_cz,400,59,K,11,1500,10,92,48,6
splacona_cz,300,57,K,11,2000,0,196,48,0
splacona,300,26,M,12,1091.86,1,7,3,0
splacona_cz,300,71,K,13,1257,3,135,48,0
splacona_cz,549.83,55,K,12,1675,11,16,0,0
splacona_cz,467.11,56,M,11,1100,1,112,48,0
splacona_cz,300,69,K,13,1027,7,199,48,0
splacona_cz,200,63,K,13,790.98,0,229,48,0
splacona_cz,216.43,61,K,13,1224,2,62,48,1
splacona,700,51,K,11,4900,0,18,48,0
splacona,597.54,55,K,11,1300,0,75,48,18
splacona,474,62,M,11,1250,0,72,48,15
splacona_cz,300,76,M,13,1150,3,145,48,0
splacona,300,36,K,12,1700,0,14,7,17
splacona,350,59,K,13,1300,0,41,48,0
splacona_cz,200,51,M,12,1000,1,62,48,0
splacona_cz,300,65,K,13,796.09,1,63,48,0
splacona,200,62,K,13,984,7,18,48,0
splacona_cz,284.1,60,K,13,1098,3,63,48,0
splacona_cz,300,50,K,11,1180,0,357,48,1
odmowa,0,60,K,13,1331,0,60,48,0
splacona_cz,299.55,54,K,98,1100,2,58,48,0
splacona,250,35,M,11,1157.1,0,59,48,0
splacona,342.55,72,M,13,562,7,88,48,9
splacona_cz,487.15,74,K,13,951,2,169,48,0
splacona_cz,200,57,K,11,1187.06,1,140,48,0
splacona,399.69,53,K,11,1150,1,40,48,0
odmowa,0,41,K,11,1200,0,76,48,0
splacona_cz,561.01,52,K,11,3200,11,61,48,4
splacona_cz,465.17,55,K,11,2800,3,67,48,4
splacona_cz,600,62,K,13,2827.13,0,87,48,4
splacona,200,30,M,12,1800,0,18,7,0
splacona_cz,399.69,64,K,16,1693,1,71,48,7
splacona_cz,250,29,M,12,2100,0,23,18,0
splacona_cz,539.12,25,M,11,2327.94,1,42,48,2
splacona,240,46,M,99,1416,1,4,0,0
splacona_cz,400,49,K,11,1300,0,179,48,5
splacona_cz,300,80,K,13,1167.94,7,376,48,2
splacona_cz,200,71,K,13,910,12,135,48,0
odmowa,0,39,K,99,561,0,5,1,0
splacona_cz,600,62,K,13,1365,0,85,48,2
splacona_cz,400,60,K,99,900,2,94,48,3
splacona_cz,300,63,M,15,1150.7,0,97,48,2
splacona_cz,326.46,64,K,13,1668,12,98,48,1
splacona_cz,200,59,K,16,709,11,58,48,0
splacona_cz,300,41,K,12,2600,0,79,48,0
splacona_cz,200,70,K,16,959.6,0,122,48,0
splacona_cz,282.9,36,M,11,1058,7,21,48,1
splacona_cz,300,59,K,13,1264,0,52,48,1
splacona_cz,500,50,K,11,2470,2,361,48,0
splacona_cz,300,66,K,13,813.35,2,208,48,0
odmowa,0,22,K,12,1038,0,2,0,0
splacona_cz,300,73,M,13,2069,0,732,48,5
odmowa,0,52,M,11,1200,0,26,48,0
splacona_cz,293.89,53,K,11,1400,8,168,48,0
splacona_cz,240,57,K,11,1172.2,11,44,48,2
splacona,655.05,42,K,98,5000,1,91,48,13
windykacja,400,61,K,13,1208,3,87,48,1764
splacona_cz,501,62,K,13,1170,3,85,48,0
splacona_cz,322.17,53,K,11,2065.98,4,186,48,2
splacona_cz,600,63,K,13,1900,0,95,48,0
splacona_cz,300,47,K,11,1040,11,100,48,4
odmowa,0,29,M,11,1146,0,6,48,0
splacona_cz,281.84,47,K,12,1032,3,52,48,4
splacona_cz,200,26,M,11,1200,1,22,48,0
splacona,250,31,K,12,1600,0,58,48,0
splacona_cz,200,63,K,13,1837,0,4,48,0
splacona,200,57,K,16,1431,0,18,48,6
splacona,200,45,M,11,2000,1,208,48,0
splacona_cz,600,66,K,13,5400,0,49,48,0
splacona,300,57,M,11,1170,4,74,48,0
splacona_cz,446.55,64,K,13,3251,6,145,48,0
odmowa,0,48,K,12,1700,0,43,31,0
splacona,600,62,K,13,1431,0,53,48,3
splacona_cz,240,66,M,13,1181,2,122,48,6
splacona_cz,391.72,32,M,11,2700,10,22,48,3
splacona_cz,1000,58,M,12,2500,10,22,10,3
splacona_cz,390.85,59,K,16,1589,5,34,48,0
odmowa,0,74,K,13,903.6,0,170,48,0
splacona_cz,450,69,K,13,1019,4,140,48,20
splacona_cz,500,54,K,11,1666.17,0,356,48,0
splacona,400,28,K,11,2100,3,30,48,0
splacona,400,64,M,13,1557,0,24,48,3
odmowa,0,27,M,99,1300,0,5,1,0
splacona_cz,300,44,M,11,2284.23,1,307,48,7
splacona_cz,400,71,K,13,1446,4,75,48,3
splacona_cz,389.69,42,M,11,2367,1,214,48,6
splacona_cz,562.33,60,M,11,2300,2,79,48,0
splacona_cz,450,74,K,11,1348.95,1,121,48,0
windykacja,348.45,59,K,13,1571,3,53,48,1761
splacona_cz,466,50,M,11,2500,6,381,48,0
windykacja,700,78,K,13,1299,4,277,48,1761
splacona_cz,599.54,57,K,11,2103.84,2,175,48,0
splacona,519.09,50,M,11,1867.29,2,56,48,11
splacona_cz,500,38,M,11,1931,0,74,48,4
splacona_cz,400,57,K,98,980,2,17,48,0
windykacja_sp,3096.96,58,M,98,20000,0,137,48,145
splacona_cz,500,50,K,11,1800,12,60,48,0
splacona_cz,434.79,39,M,11,2470,8,73,48,2
splacona_cz,974.22,70,K,13,2344.62,2,78,48,2
splacona_cz,300,46,K,11,3000,6,100,48,0
splacona,731.95,68,K,13,1431,4,254,48,13
odmowa,0,26,K,11,1865,0,12,48,0
splacona_cz,200,54,K,16,749.28,12,72,48,0
odmowa,0,31,M,12,1100,0,2,2,0
splacona_cz,232.42,30,M,11,1590,6,60,48,0
splacona_cz,300,55,K,11,1686,3,105,48,0
splacona_cz,826.64,62,K,13,1362,11,63,48,2
splacona,224.21,60,M,11,2000,6,77,48,9
splacona_cz,400,64,M,11,1660,1,57,48,0
splacona_cz,200,55,K,11,1847,0,432,48,0
splacona_cz,342.26,38,M,99,1500,3,10,5,0
splacona_cz,300,64,K,13,1100,9,112,48,0
splacona_cz,400,66,M,16,1473.04,9,172,48,2
odmowa,0,24,K,98,5000,0,5,48,0
